ID	Date	Time	Latitude	Longitude	Date_time	Time_diff	cluster	centroid_lat	centroid_long	dist_to_centroid
TMC13	10/10/2015	20:00:00	-34.123845	18.424702	2015-10-10 20:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	1467.1632195035
TMC13	10/10/2015	23:00:00	-34.120265	18.416998	2015-10-10 23:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	660.411076874479
TMC13	10/10/2015	23:00:00	-34.120265	18.416998	2015-10-10 23:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	653.560229271282
TMC13	10/11/2015	2:00:00	-34.117082	18.410965	2015-10-11 02:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	140.677446614001
TMC13	10/11/2015	2:00:00	-34.117082	18.410965	2015-10-11 02:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	5.74230730386938
TMC13	10/11/2015	5:00:00	-34.117048	18.410997	2015-10-11 05:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	145.389044260789
TMC13	10/11/2015	5:00:00	-34.117048	18.410997	2015-10-11 05:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	7.11813457691519
TMC13	10/11/2015	8:00:00	-34.114012	18.409515	2015-10-11 08:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	472.503602932271
TMC13	10/11/2015	8:00:00	-34.114012	18.409515	2015-10-11 08:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	371.595054336817
TMC13	10/11/2015	11:00:00	-34.113788	18.409562	2015-10-11 11:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	496.584521068544
TMC13	10/11/2015	11:00:00	-34.113788	18.409562	2015-10-11 11:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	393.345387027965
TMC13	10/11/2015	14:00:00	-34.116093	18.412977	2015-10-11 14:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	342.766381449804
TMC13	10/11/2015	14:00:00	-34.116093	18.412977	2015-10-11 14:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	213.110374750842
TMC13	10/11/2015	17:00:00	-34.116552	18.415097	2015-10-11 17:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	481.115394426868
TMC13	10/11/2015	17:00:00	-34.116552	18.415097	2015-10-11 17:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	381.049266834126
TMC13	10/11/2015	20:00:00	-34.115462	18.41039	2015-10-11 20:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	306.040150738098
TMC13	10/11/2015	20:00:00	-34.115462	18.41039	2015-10-11 20:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	192.317151768692
TMC13	10/11/2015	23:00:00	-34.117042	18.410995	2015-10-11 23:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	145.899568530445
TMC13	10/11/2015	23:00:00	-34.117042	18.410995	2015-10-11 23:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	7.81101765609781
TMC13	10/12/2015	2:00:00	-34.117132	18.410838	2015-10-12 02:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	130.667333291605
TMC13	10/12/2015	2:00:00	-34.117132	18.410838	2015-10-12 02:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	16.7404534385647
TMC13	10/12/2015	5:00:00	-34.117077	18.411005	2015-10-12 05:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	142.870839186424
TMC13	10/12/2015	5:00:00	-34.117077	18.411005	2015-10-12 05:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	3.8132188547054
TMC13	10/12/2015	8:00:00	-34.117073	18.410948	2015-10-12 08:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	140.876143305464
TMC13	10/12/2015	8:00:00	-34.117073	18.410948	2015-10-12 08:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	7.60197432597721
TMC13	10/12/2015	14:00:00	-34.127395	18.42098	2015-10-12 14:00:00	0.00166666666666667	1	-34.1182095789474	18.4102757894737	1420.77586089581
TMC13	10/12/2015	14:00:00	-34.127395	18.42098	2015-10-12 14:00:00	0.00166666666666667	2	-34.1171096219512	18.4110176219512	1467.58878573547
TMC13	10/12/2015	17:00:00	-34.123117	18.420935	2015-10-12 17:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	1124.00328409044
TMC13	10/12/2015	17:00:00	-34.123117	18.420935	2015-10-12 17:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	1132.48940737765
TMC13	10/12/2015	20:00:00	-34.123103	18.420923	2015-10-12 20:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	1122.27972400363
TMC13	10/12/2015	20:00:00	-34.123103	18.420923	2015-10-12 20:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	1130.67685639565
TMC13	10/12/2015	23:00:00	-34.123348	18.421402	2015-10-12 23:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	1174.11326584861
TMC13	10/12/2015	23:00:00	-34.123348	18.421402	2015-10-12 23:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	1182.4149747173
TMC13	10/13/2015	2:00:00	-34.123515	18.422103	2015-10-13 02:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	1239.67963616009
TMC13	10/13/2015	2:00:00	-34.123515	18.422103	2015-10-13 02:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	1245.8292179333
TMC13	10/13/2015	5:00:00	-34.123618	18.422113	2015-10-13 05:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	1245.98910569698
TMC13	10/13/2015	5:00:00	-34.123618	18.422113	2015-10-13 05:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	1253.17828376219
TMC13	10/13/2015	8:00:00	-34.125638	18.42499	2015-10-13 08:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	1588.24692527897
TMC13	10/13/2015	8:00:00	-34.125638	18.42499	2015-10-13 08:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	1599.78872052347
TMC13	10/13/2015	11:00:00	-34.12611	18.424652	2015-10-13 11:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	1590.18028506603
TMC13	10/13/2015	11:00:00	-34.12611	18.424652	2015-10-13 11:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	1607.04548541193
TMC13	10/13/2015	14:00:00	-34.125993	18.42491	2015-10-13 14:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	1602.96617672165
TMC13	10/13/2015	14:00:00	-34.125993	18.42491	2015-10-13 14:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	1617.70904003762
TMC13	10/13/2015	17:00:00	-34.12586	18.425098	2015-10-13 17:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	1609.68836007688
TMC13	10/13/2015	17:00:00	-34.12586	18.425098	2015-10-13 17:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	1622.52405030718
TMC13	10/13/2015	20:00:00	-34.125692	18.424963	2015-10-13 20:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	1589.26500193788
TMC13	10/13/2015	20:00:00	-34.125692	18.424963	2015-10-13 20:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	1601.36543412483
TMC13	10/13/2015	23:00:00	-34.123655	18.423193	2015-10-13 23:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	1335.85862186946
TMC13	10/13/2015	23:00:00	-34.123655	18.423193	2015-10-13 23:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	1337.867035116
TMC13	10/14/2015	2:00:00	-34.1171	18.411015	2015-10-14 02:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	141.059359776099
TMC13	10/14/2015	2:00:00	-34.1171	18.411015	2015-10-14 02:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	1.0980293063303
TMC13	10/14/2015	5:00:00	-34.11704	18.411	2015-10-14 05:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	146.307575891132
TMC13	10/14/2015	5:00:00	-34.11704	18.411	2015-10-14 05:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	7.91860988974939
TMC13	10/14/2015	8:00:00	-34.1106	18.408265	2015-10-14 08:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	867.129216746166
TMC13	10/14/2015	8:00:00	-34.1106	18.408265	2015-10-14 08:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	767.772505270215
TMC13	10/14/2015	11:00:00	-34.116942	18.418347	2015-10-14 11:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	757.109171173378
TMC13	10/14/2015	11:00:00	-34.116942	18.418347	2015-10-14 11:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	675.738328016243
TMC13	10/14/2015	14:00:00	-34.119	18.419775	2015-10-14 14:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	879.848335945402
TMC13	10/14/2015	14:00:00	-34.119	18.419775	2015-10-14 14:00:00	0.000833333333333333	2	-34.1171096219512	18.4110176219512	834.059624397663
TMC13	10/14/2015	17:00:00	-34.121175	18.424688	2015-10-14 17:00:00	0.000833333333333333	1	-34.1182095789474	18.4102757894737	1368.60547036884
